vendor,quarter,month,day,day_of_week,hour,pickup,dropoff,duration,distance,passengers,payment_type,total
VeriFone,3,9,2017-09-03,Sunday,21,164,161,513.0,1.16,1,Cash,8.8
Creative Mobile,4,10,2017-10-13,Friday,20,137,170,368.0,0.5,1,Dispute,6.8
Creative Mobile,4,11,2017-11-24,Friday,17,161,144,1511.0,2.6,1,Cash,18.8
Creative Mobile,4,10,2017-10-04,Wednesday,19,132,132,26.0,0.0,1,Cash,4.3
VeriFone,4,10,2017-10-03,Tuesday,13,163,237,483.00000000000006,1.21,1,Credit card,9.36
Creative Mobile,2,5,2017-05-24,Wednesday,14,137,231,1052.0,4.4,2,Credit card,22.18
VeriFone,2,4,2017-04-05,Wednesday,19,161,229,265.0,0.54,1,Credit card,7.3
VeriFone,3,9,2017-09-06,Wednesday,19,237,88,1316.0,7.32,5,Credit card,30.36
Creative Mobile,3,9,2017-09-17,Sunday,8,48,164,335.0,1.4,1,Cash,7.3
VeriFone,3,8,2017-08-01,Tuesday,7,249,161,936.0000000000001,2.81,1,Credit card,15.96
VeriFone,4,12,2017-12-17,Sunday,20,79,68,371.0,0.92,2,Credit card,8.76
Creative Mobile,1,1,2017-01-10,Tuesday,10,229,43,946.0000000000001,1.9,1,Credit card,15.35
VeriFone,3,7,2017-07-08,Saturday,6,4,4,196.0,0.62,1,Cash,5.3
Creative Mobile,1,1,2017-01-19,Thursday,19,151,142,500.00000000000006,2.1,1,Cash,10.3
VeriFone,1,2,2017-02-03,Friday,8,236,236,103.0,0.24,1,Credit card,5.16
VeriFone,2,4,2017-04-25,Tuesday,17,143,163,1212.0,1.39,1,Credit card,18.5
Creative Mobile,1,1,2017-01-05,Thursday,16,114,141,1749.0,3.5,1,Credit card,23.3
VeriFone,2,6,2017-06-30,Friday,20,113,79,485.00000000000006,0.84,1,Credit card,10.38
VeriFone,2,6,2017-06-17,Saturday,16,17,37,855.0,2.68,5,Credit card,14.76
VeriFone,1,3,2017-03-28,Tuesday,9,138,182,1731.0,10.91,2,Credit card,46.87
Creative Mobile,2,4,2017-04-08,Saturday,14,161,88,2275.0,4.5,1,Cash,24.3
Creative Mobile,2,6,2017-06-22,Thursday,21,162,170,651.0,1.4,1,Credit card,11.75
Creative Mobile,4,10,2017-10-12,Thursday,5,170,113,481.00000000000006,2.0,1,Credit card,11.75
Creative Mobile,2,4,2017-04-10,Monday,9,246,246,76.0,0.4,1,Cash,4.3
VeriFone,2,6,2017-06-03,Saturday,12,186,68,372.0,0.6,1,Credit card,7.56
Creative Mobile,1,3,2017-03-28,Tuesday,9,238,239,449.0,0.9,1,Cash,7.8
VeriFone,4,12,2017-12-13,Wednesday,2,161,161,29.000000000000004,0.12,6,No charge,-3.8
VeriFone,1,1,2017-01-04,Wednesday,22,48,162,526.0,1.22,1,Cash,8.8
VeriFone,3,7,2017-07-20,Thursday,13,170,1,3565.0,17.86,1,Credit card,94.8
Creative Mobile,2,4,2017-04-08,Saturday,15,48,142,828.0,1.7,3,Credit card,13.5
VeriFone,1,2,2017-02-19,Sunday,17,230,162,518.0,0.7,3,Cash,7.8
Creative Mobile,1,2,2017-02-22,Wednesday,4,90,90,9.0,0.0,1,No charge,3.8
VeriFone,2,4,2017-04-15,Saturday,16,162,237,846.0,1.42,1,Credit card,11.8
Creative Mobile,3,9,2017-09-22,Friday,17,238,24,323.0,0.9,1,Credit card,9.0
VeriFone,1,2,2017-02-20,Monday,10,161,181,1698.0,8.8,1,Cash,29.8
VeriFone,1,1,2017-01-14,Saturday,19,106,106,10.0,0.02,2,Cash,3.3
VeriFone,4,12,2017-12-27,Wednesday,12,186,230,950.0000000000001,1.28,6,Cash,11.8
Creative Mobile,2,4,2017-04-20,Thursday,10,236,236,445.0,0.4,1,Credit card,7.14
VeriFone,2,4,2017-04-20,Thursday,21,107,107,227.0,0.79,1,Cash,6.3
VeriFone,3,8,2017-08-19,Saturday,21,234,144,602.0,1.7,1,Credit card,11.76
VeriFone,3,8,2017-08-27,Sunday,22,239,48,595.0,2.19,1,Credit card,14.12
Creative Mobile,2,4,2017-04-01,Saturday,17,230,162,492.00000000000006,0.9,1,Cash,7.8
VeriFone,2,6,2017-06-22,Thursday,10,113,234,772.0,1.0,1,Credit card,11.76
Creative Mobile,1,2,2017-02-18,Saturday,14,246,249,871.0,2.5,1,Credit card,17.25
VeriFone,4,12,2017-12-09,Saturday,17,79,141,1284.0,3.42,1,Credit card,19.56
Creative Mobile,2,6,2017-06-20,Tuesday,13,186,234,972.0000000000001,1.7,1,Cash,12.3
VeriFone,2,6,2017-06-03,Saturday,2,148,90,782.0,2.42,1,Credit card,13.8
VeriFone,1,2,2017-02-01,Wednesday,7,262,137,511.00000000000006,2.89,1,Cash,11.3
VeriFone,4,11,2017-11-17,Friday,19,236,236,220.0,0.64,1,Credit card,7.56
Creative Mobile,1,1,2017-01-15,Sunday,11,238,263,667.0,2.0,1,Credit card,12.95
VeriFone,4,11,2017-11-28,Tuesday,19,233,140,843.0,1.97,5,Credit card,15.38
VeriFone,3,9,2017-09-21,Thursday,22,255,112,260.0,1.03,1,Cash,6.8
VeriFone,1,1,2017-01-03,Tuesday,9,107,144,802.0,1.77,1,Credit card,11.8
Creative Mobile,1,1,2017-01-20,Friday,17,138,236,2344.0,8.6,1,Credit card,45.99
Creative Mobile,1,3,2017-03-15,Wednesday,6,230,161,401.0,1.0,1,Credit card,8.75
Creative Mobile,2,4,2017-04-18,Tuesday,22,75,74,135.0,0.9,1,Credit card,5.8
VeriFone,1,2,2017-02-26,Sunday,16,138,61,2395.0,13.31,1,Credit card,46.8
VeriFone,1,3,2017-03-17,Friday,20,107,238,2075.0,5.29,5,Credit card,29.76
Creative Mobile,2,4,2017-04-13,Thursday,20,161,234,633.0,1.5,1,Credit card,11.75
VeriFone,2,6,2017-06-18,Sunday,13,161,231,1297.0,7.48,2,Credit card,26.8
Creative Mobile,4,11,2017-11-04,Saturday,17,158,79,1833.0000000000002,1.6,1,Credit card,22.56
VeriFone,4,12,2017-12-12,Tuesday,8,237,87,1925.0000000000002,6.98,5,Credit card,36.14
VeriFone,3,8,2017-08-24,Thursday,18,234,262,1871.0000000000002,4.33,1,Credit card,27.96
Creative Mobile,2,6,2017-06-09,Friday,8,132,10,685.0,4.6,1,Cash,15.8
Creative Mobile,1,2,2017-02-06,Monday,9,186,107,457.00000000000006,0.8,1,Credit card,8.75
Creative Mobile,2,6,2017-06-27,Tuesday,20,79,90,776.0,2.0,2,Credit card,14.15
VeriFone,4,11,2017-11-06,Monday,19,43,236,210.0,0.42,1,Credit card,6.67
Creative Mobile,2,6,2017-06-19,Monday,7,158,162,1273.0,3.2,1,Cash,16.3
VeriFone,4,12,2017-12-21,Thursday,21,132,145,2446.0,18.17,6,Credit card,52.8
Creative Mobile,2,5,2017-05-04,Thursday,9,113,137,908.0,1.2,1,Cash,11.3
Creative Mobile,3,9,2017-09-30,Saturday,18,107,114,747.0,1.7,2,Credit card,12.42
VeriFone,1,1,2017-01-22,Sunday,5,237,140,106.0,0.68,3,Credit card,6.36
Creative Mobile,3,7,2017-07-09,Sunday,15,209,88,285.0,0.6,1,Cash,5.8
Creative Mobile,1,1,2017-01-07,Saturday,6,186,229,682.0,2.1,1,Cash,10.8
VeriFone,2,5,2017-05-18,Thursday,16,230,164,1398.0,1.4,1,Cash,15.8
Creative Mobile,4,11,2017-11-02,Thursday,7,237,230,599.0,1.2,1,Credit card,10.55
VeriFone,1,3,2017-03-10,Friday,13,158,234,721.0,1.25,5,Cash,9.8
Creative Mobile,4,10,2017-10-21,Saturday,8,162,68,725.0,2.4,4,Cash,10.8
VeriFone,1,2,2017-02-10,Friday,9,166,100,1931.0000000000002,5.55,5,Credit card,26.3
VeriFone,2,5,2017-05-16,Tuesday,17,237,43,624.0,0.9,2,Credit card,11.76
VeriFone,2,4,2017-04-11,Tuesday,2,164,75,582.0,4.44,6,Credit card,19.12
VeriFone,1,1,2017-01-12,Thursday,21,164,112,2188.0,7.66,1,Credit card,34.3
VeriFone,1,1,2017-01-11,Wednesday,21,87,261,136.0,0.42,3,Cash,4.8
VeriFone,4,12,2017-12-28,Thursday,15,237,236,488.00000000000006,1.21,1,Cash,8.3
VeriFone,3,7,2017-07-09,Sunday,14,137,162,482.00000000000006,1.35,1,Cash,8.3
VeriFone,2,6,2017-06-29,Thursday,7,48,230,257.0,0.91,5,Credit card,6.96
VeriFone,2,5,2017-05-12,Friday,10,90,68,216.0,0.7,5,Credit card,6.36
VeriFone,4,11,2017-11-04,Saturday,23,79,87,1095.0,2.23,2,Credit card,16.0
VeriFone,2,5,2017-05-07,Sunday,2,141,68,939.0000000000001,3.39,2,Credit card,17.76
VeriFone,1,3,2017-03-05,Sunday,16,238,238,191.0,0.41,1,Cash,4.8
VeriFone,4,12,2017-12-18,Monday,13,234,13,861.0,2.66,1,Credit card,15.36
VeriFone,3,9,2017-09-24,Sunday,23,132,234,1769.0,17.99,1,Credit card,73.2
Creative Mobile,4,11,2017-11-29,Wednesday,19,100,234,262.0,0.8,1,Credit card,8.15
VeriFone,1,2,2017-02-18,Saturday,6,137,100,449.0,1.09,1,Credit card,8.0
Creative Mobile,4,11,2017-11-04,Saturday,4,65,217,490.00000000000006,2.6,1,Cash,11.8
VeriFone,2,4,2017-04-22,Saturday,12,229,237,413.0,0.77,6,Credit card,9.12
VeriFone,1,3,2017-03-18,Saturday,19,249,90,475.00000000000006,0.69,1,Cash,7.3
Creative Mobile,4,11,2017-11-04,Saturday,19,75,229,984.0000000000001,2.5,1,Credit card,15.1
Creative Mobile,1,2,2017-02-02,Thursday,12,87,236,1689.0,7.4,1,Credit card,33.35
Creative Mobile,4,12,2017-12-14,Thursday,16,170,263,1384.0,3.5,1,Credit card,21.05
Creative Mobile,1,2,2017-02-28,Tuesday,18,132,48,2390.0,18.4,1,Cash,62.84
VeriFone,2,5,2017-05-09,Tuesday,18,90,79,661.0,1.46,1,Credit card,12.96
Creative Mobile,3,7,2017-07-22,Saturday,9,230,162,526.0,1.1,1,Credit card,9.8
Creative Mobile,1,3,2017-03-16,Thursday,0,137,233,389.0,1.2,1,Credit card,9.35
Creative Mobile,2,4,2017-04-23,Sunday,14,68,249,398.0,1.0,1,Cash,7.3
VeriFone,4,12,2017-12-09,Saturday,16,263,263,312.0,0.75,1,Credit card,7.56
VeriFone,2,4,2017-04-04,Tuesday,9,186,48,501.00000000000006,0.7,1,Credit card,9.36
Creative Mobile,4,10,2017-10-06,Friday,8,50,13,1099.0,4.5,2,Credit card,20.75
Creative Mobile,3,7,2017-07-26,Wednesday,20,68,202,1847.0000000000002,5.9,1,Credit card,29.75
VeriFone,4,11,2017-11-11,Saturday,1,234,107,393.0,0.84,1,Credit card,8.76
VeriFone,4,11,2017-11-21,Tuesday,9,170,100,765.0,0.7,3,Credit card,10.3
Creative Mobile,1,1,2017-01-01,Sunday,23,132,177,1352.0,9.2,1,Credit card,32.8
VeriFone,2,6,2017-06-02,Friday,8,113,13,991.0000000000001,2.12,1,Credit card,14.8
Creative Mobile,3,9,2017-09-22,Friday,23,255,97,1062.0,3.1,1,Credit card,18.95
VeriFone,3,8,2017-08-20,Sunday,11,233,138,1383.0,11.26,5,Credit card,48.2
Creative Mobile,2,5,2017-05-02,Tuesday,11,170,234,557.0,0.8,1,Credit card,9.95
VeriFone,4,10,2017-10-14,Saturday,21,142,151,1019.0000000000001,2.94,5,Credit card,17.76
Creative Mobile,2,6,2017-06-27,Tuesday,21,13,48,746.0,4.0,1,Credit card,17.76
VeriFone,2,6,2017-06-05,Monday,12,228,88,937.0000000000001,4.73,1,Cash,58.56
VeriFone,4,12,2017-12-16,Saturday,0,24,262,652.0,2.29,1,Credit card,12.8
VeriFone,1,2,2017-02-01,Wednesday,10,163,233,986.0000000000001,1.28,1,Cash,11.8
Creative Mobile,4,12,2017-12-07,Thursday,17,163,186,863.0,0.9,1,Credit card,14.3
VeriFone,2,5,2017-05-04,Thursday,21,211,79,465.00000000000006,0.86,1,Cash,7.8
VeriFone,4,10,2017-10-14,Saturday,17,249,114,621.0,0.84,1,Cash,8.8
VeriFone,1,3,2017-03-02,Thursday,17,234,170,571.0,1.23,6,Cash,9.8
Creative Mobile,4,12,2017-12-09,Saturday,12,166,41,274.0,0.8,1,Credit card,6.95
VeriFone,1,2,2017-02-18,Saturday,12,132,106,2706.0,25.69,6,Credit card,84.36
VeriFone,1,2,2017-02-24,Friday,19,107,137,253.00000000000003,0.58,5,Cash,6.8
Creative Mobile,2,5,2017-05-17,Wednesday,15,239,239,155.0,0.2,1,Cash,4.3
Creative Mobile,1,1,2017-01-02,Monday,17,237,236,185.0,0.9,1,Credit card,6.95
VeriFone,1,1,2017-01-09,Monday,10,142,163,473.00000000000006,0.61,1,Credit card,9.49
VeriFone,2,4,2017-04-15,Saturday,22,48,161,630.0,0.84,1,Cash,9.3
Creative Mobile,3,8,2017-08-28,Monday,23,263,237,260.0,0.8,1,Credit card,8.15
VeriFone,3,8,2017-08-09,Wednesday,16,238,48,446.0,1.75,1,Credit card,11.0
Creative Mobile,1,2,2017-02-26,Sunday,3,42,42,122.00000000000001,0.3,1,Cash,4.8
VeriFone,2,5,2017-05-02,Tuesday,3,41,42,355.0,1.89,1,Cash,8.8
Creative Mobile,1,1,2017-01-14,Saturday,7,208,208,27.0,0.0,1,Credit card,10.0
Creative Mobile,1,1,2017-01-05,Thursday,7,141,236,232.00000000000003,0.8,3,Credit card,7.54
VeriFone,2,4,2017-04-21,Friday,1,148,107,378.0,1.1,5,Cash,7.8
VeriFone,1,1,2017-01-24,Tuesday,13,246,186,555.0,1.14,3,Cash,8.3
VeriFone,1,1,2017-01-24,Tuesday,9,142,164,1071.0,2.19,1,Credit card,17.29
Creative Mobile,2,5,2017-05-25,Thursday,16,170,48,1713.0,2.2,1,Credit card,24.4
Creative Mobile,1,3,2017-03-11,Saturday,0,246,17,2344.0,7.9,1,Credit card,39.75
Creative Mobile,1,2,2017-02-03,Friday,15,230,256,2440.0,6.1,2,Credit card,37.4
Creative Mobile,4,10,2017-10-27,Friday,5,226,132,1593.0,15.0,1,No charge,42.8
Creative Mobile,1,2,2017-02-27,Monday,20,113,238,1077.0,4.7,2,Credit card,20.75
VeriFone,1,2,2017-02-03,Friday,21,107,209,709.0,3.63,6,Credit card,17.16
Creative Mobile,2,6,2017-06-06,Tuesday,22,162,100,331.0,1.0,3,Credit card,9.3
VeriFone,1,3,2017-03-09,Thursday,20,230,234,602.0,1.48,1,Credit card,10.3
Creative Mobile,2,5,2017-05-13,Saturday,9,48,48,158.0,0.5,1,Credit card,5.75
Creative Mobile,2,6,2017-06-25,Sunday,4,186,133,1379.0,10.7,3,Credit card,40.55
VeriFone,2,5,2017-05-13,Saturday,14,13,232,991.0000000000001,3.13,2,Credit card,18.5
VeriFone,2,6,2017-06-04,Sunday,3,234,232,903.0,3.33,1,Cash,14.3
VeriFone,3,7,2017-07-28,Friday,20,233,114,763.0,2.14,1,Credit card,14.16
VeriFone,2,5,2017-05-11,Thursday,19,186,75,1992.0000000000002,6.91,1,Credit card,32.3
Creative Mobile,1,1,2017-01-20,Friday,9,264,264,482.00000000000006,0.7,1,Cash,7.3
VeriFone,1,1,2017-01-12,Thursday,22,107,232,883.0,2.53,2,Credit card,17.25
VeriFone,3,9,2017-09-17,Sunday,23,231,231,134.0,0.25,1,Credit card,5.76
VeriFone,3,9,2017-09-10,Sunday,16,107,231,758.0,1.41,1,Credit card,11.3
Creative Mobile,4,11,2017-11-28,Tuesday,8,143,75,1299.0,2.5,1,Credit card,19.55
VeriFone,3,9,2017-09-24,Sunday,16,162,68,1229.0,3.15,1,Credit card,19.56
VeriFone,3,8,2017-08-03,Thursday,22,132,48,2727.0,18.21,2,Cash,58.56
VeriFone,2,5,2017-05-26,Friday,0,226,7,446.0,1.4,1,Cash,8.8
Creative Mobile,2,4,2017-04-09,Sunday,0,234,141,1116.0,3.4,1,Credit card,18.95
VeriFone,3,8,2017-08-14,Monday,22,162,234,522.0,1.82,1,Credit card,11.3
Creative Mobile,2,6,2017-06-21,Wednesday,6,137,186,384.0,0.8,1,Credit card,8.16
VeriFone,3,8,2017-08-17,Thursday,20,141,161,1046.0,1.93,2,Credit card,15.96
Creative Mobile,4,12,2017-12-18,Monday,19,100,170,374.0,0.8,1,Cash,7.8
VeriFone,3,8,2017-08-01,Tuesday,18,142,230,684.0,0.98,1,Credit card,11.0
VeriFone,2,6,2017-06-30,Friday,20,79,112,1302.0,4.34,1,Cash,18.3
Creative Mobile,1,2,2017-02-27,Monday,21,79,75,1155.0,5.2,1,Credit card,21.3
Creative Mobile,1,2,2017-02-27,Monday,17,236,239,318.0,0.9,2,Cash,7.3
VeriFone,1,2,2017-02-10,Friday,13,162,170,193.0,0.69,1,Credit card,6.36
Creative Mobile,2,5,2017-05-28,Sunday,7,237,262,335.0,1.9,1,Cash,8.3
VeriFone,4,12,2017-12-17,Sunday,1,137,100,468.00000000000006,1.4,1,Credit card,10.56
VeriFone,2,6,2017-06-22,Thursday,8,79,162,928.0000000000001,1.76,2,Credit card,14.76
VeriFone,4,11,2017-11-08,Wednesday,8,262,236,475.00000000000006,0.98,1,Cash,7.8
Creative Mobile,2,4,2017-04-26,Wednesday,20,163,68,692.0,2.0,1,Credit card,13.55
Creative Mobile,2,5,2017-05-23,Tuesday,19,262,137,1124.0,3.5,1,Cash,17.8
Creative Mobile,4,12,2017-12-21,Thursday,20,48,68,528.0,1.6,1,Cash,9.3
VeriFone,3,9,2017-09-26,Tuesday,13,186,132,2571.0,17.27,1,Cash,58.56
Creative Mobile,3,7,2017-07-17,Monday,10,107,234,406.0,0.4,1,Credit card,7.8
VeriFone,4,12,2017-12-07,Thursday,14,138,138,5.0,0.0,1,Credit card,41.76
VeriFone,3,7,2017-07-12,Wednesday,20,186,125,739.0,2.03,1,Credit card,13.56
VeriFone,4,10,2017-10-03,Tuesday,18,68,234,563.0,0.83,1,Credit card,11.16
VeriFone,4,12,2017-12-14,Thursday,10,170,164,413.0,0.7,1,Credit card,7.8
VeriFone,3,7,2017-07-24,Monday,0,41,116,432.0,1.67,1,Cash,8.8
Creative Mobile,2,6,2017-06-03,Saturday,3,107,137,419.0,1.2,2,Credit card,9.3
Creative Mobile,3,9,2017-09-27,Wednesday,23,238,48,837.0,3.8,2,Credit card,17.8
Creative Mobile,4,12,2017-12-03,Sunday,1,170,163,656.0,2.0,3,Credit card,12.3
VeriFone,3,8,2017-08-06,Sunday,19,186,170,325.0,0.73,1,Cash,6.3
VeriFone,4,10,2017-10-07,Saturday,19,170,230,504.00000000000006,0.56,1,Cash,7.3
VeriFone,4,10,2017-10-20,Friday,10,170,48,707.0,1.0,1,Cash,9.3
VeriFone,3,8,2017-08-09,Wednesday,3,230,226,1006.0000000000001,4.49,2,Cash,17.8
VeriFone,3,8,2017-08-02,Wednesday,17,162,163,1039.0,1.14,5,Credit card,17.25
VeriFone,3,8,2017-08-13,Sunday,15,263,263,2029.0000000000002,5.15,3,Credit card,30.36
VeriFone,4,12,2017-12-19,Tuesday,19,68,234,305.0,0.86,1,Cash,7.3
VeriFone,3,7,2017-07-29,Saturday,2,164,236,561.0,3.01,5,Credit card,13.3
VeriFone,2,5,2017-05-13,Saturday,13,249,13,586.0,2.34,1,Credit card,12.96
VeriFone,4,12,2017-12-02,Saturday,23,230,107,1137.0,2.25,6,Cash,14.8
Creative Mobile,4,10,2017-10-27,Friday,15,161,161,241.00000000000003,0.5,1,Cash,5.3
Creative Mobile,3,8,2017-08-19,Saturday,22,170,233,312.0,0.9,4,Credit card,8.8
VeriFone,2,6,2017-06-18,Sunday,11,137,186,571.0,0.92,1,Credit card,9.96
VeriFone,1,3,2017-03-20,Monday,18,236,238,687.0,2.1,1,Credit card,13.3
Creative Mobile,4,12,2017-12-19,Tuesday,20,163,238,625.0,2.2,1,Credit card,13.0
VeriFone,2,5,2017-05-02,Tuesday,20,249,125,637.0,1.55,2,Credit card,10.8
Creative Mobile,3,9,2017-09-26,Tuesday,7,140,170,1068.0,2.5,1,Credit card,16.56
VeriFone,2,5,2017-05-12,Friday,17,236,236,218.0,0.77,5,Credit card,7.24
Creative Mobile,2,5,2017-05-28,Sunday,1,230,89,1908.0000000000002,12.9,1,Cash,40.3
Creative Mobile,4,11,2017-11-23,Thursday,10,237,236,244.00000000000003,0.7,1,Cash,5.8
Creative Mobile,2,5,2017-05-29,Monday,7,41,43,299.0,1.5,1,Credit card,8.75
Creative Mobile,4,11,2017-11-18,Saturday,13,162,237,372.0,0.6,1,Cash,6.3
VeriFone,2,5,2017-05-05,Friday,4,162,138,1088.0,10.12,1,Credit card,45.08
Creative Mobile,2,6,2017-06-13,Tuesday,11,163,236,938.0000000000001,1.5,1,Credit card,11.8
Creative Mobile,3,8,2017-08-27,Sunday,17,263,237,415.0,1.0,1,Credit card,9.1
Creative Mobile,4,10,2017-10-18,Wednesday,8,162,100,362.0,0.8,1,Credit card,8.15
VeriFone,4,12,2017-12-21,Thursday,0,68,87,994.0000000000001,3.23,1,Cash,14.3
Creative Mobile,2,5,2017-05-25,Thursday,9,237,229,501.00000000000006,0.6,2,Credit card,9.35
Creative Mobile,4,11,2017-11-03,Friday,20,181,255,1293.0,4.2,1,Credit card,25.05
VeriFone,3,8,2017-08-16,Wednesday,10,161,164,440.0,1.07,1,Cash,7.8
VeriFone,3,9,2017-09-27,Wednesday,11,246,230,1493.0,1.8,2,Credit card,20.16
VeriFone,4,11,2017-11-18,Saturday,12,237,162,234.00000000000003,0.94,2,Credit card,6.67
Creative Mobile,4,12,2017-12-05,Tuesday,19,100,90,423.0,0.8,1,Credit card,9.75
VeriFone,1,3,2017-03-30,Thursday,15,13,55,2036.0000000000002,13.26,1,Cash,45.06
Creative Mobile,4,10,2017-10-21,Saturday,17,125,263,2323.0,5.3,1,Cash,26.8
VeriFone,3,7,2017-07-21,Friday,15,161,237,422.0,1.14,1,Credit card,8.8
Creative Mobile,1,1,2017-01-22,Sunday,19,148,244,1632.0,12.0,1,Cash,36.3
Creative Mobile,1,1,2017-01-21,Saturday,2,79,141,725.0,3.2,1,Credit card,15.95
Creative Mobile,2,4,2017-04-22,Saturday,11,100,170,175.0,0.5,1,Cash,4.8
VeriFone,2,4,2017-04-25,Tuesday,19,90,186,229.00000000000003,0.45,5,Cash,6.3
Creative Mobile,2,5,2017-05-08,Monday,17,170,107,482.00000000000006,0.7,1,Credit card,10.55
VeriFone,2,4,2017-04-23,Sunday,21,132,148,4295.0,18.34,6,Credit card,57.8
VeriFone,3,8,2017-08-22,Tuesday,8,163,231,2058.0,5.14,1,Credit card,31.62
VeriFone,4,10,2017-10-13,Friday,10,237,186,1279.0,1.72,1,Credit card,18.8
VeriFone,3,9,2017-09-14,Thursday,15,261,162,1550.0,5.15,1,Credit card,26.3
VeriFone,4,11,2017-11-14,Tuesday,11,161,68,2057.0,2.27,5,Credit card,24.3
VeriFone,2,6,2017-06-01,Thursday,22,246,246,106.0,0.36,6,Credit card,5.76
VeriFone,3,9,2017-09-02,Saturday,0,186,228,1555.0,8.89,1,Credit card,35.16
Creative Mobile,1,3,2017-03-28,Tuesday,7,161,237,149.0,0.4,1,Cash,4.8
VeriFone,3,7,2017-07-08,Saturday,3,137,79,512.0,1.46,1,Credit card,9.8
VeriFone,4,11,2017-11-19,Sunday,11,230,158,914.0000000000001,4.39,1,Cash,17.3
VeriFone,2,6,2017-06-03,Saturday,19,249,79,686.0,1.7,5,Cash,9.8
Creative Mobile,1,2,2017-02-18,Saturday,22,230,143,620.0,2.1,4,Cash,10.8
VeriFone,3,9,2017-09-30,Saturday,18,161,238,1019.0000000000001,2.71,1,Credit card,17.16
VeriFone,2,6,2017-06-23,Friday,9,236,186,1503.0,3.05,1,Credit card,22.25
VeriFone,3,8,2017-08-28,Monday,0,186,249,301.0,1.0,1,Credit card,8.84
Creative Mobile,3,7,2017-07-11,Tuesday,18,48,239,722.0,2.8,1,Cash,13.3
Creative Mobile,1,3,2017-03-12,Sunday,21,79,48,1393.0,3.7,1,Cash,18.8
Creative Mobile,1,1,2017-01-26,Thursday,22,170,229,228.0,0.8,1,Credit card,7.55
Creative Mobile,4,11,2017-11-03,Friday,11,170,229,957.0000000000001,2.0,1,Credit card,14.75
VeriFone,2,4,2017-04-02,Sunday,10,186,170,413.0,1.0,1,Cash,7.3
Creative Mobile,4,11,2017-11-20,Monday,9,100,48,478.00000000000006,0.7,1,Cash,7.3
VeriFone,3,9,2017-09-04,Monday,16,186,230,704.0,1.36,1,Cash,9.8
Creative Mobile,4,10,2017-10-23,Monday,15,162,164,355.0,1.3,1,Cash,6.8
Creative Mobile,3,7,2017-07-01,Saturday,19,234,79,394.0,1.3,1,Cash,7.3
Creative Mobile,2,5,2017-05-18,Thursday,9,107,100,1195.0,1.6,1,Credit card,16.55
VeriFone,2,6,2017-06-15,Thursday,13,163,100,742.0,0.92,1,Credit card,11.05
VeriFone,4,11,2017-11-08,Wednesday,3,234,87,399.0,2.26,1,Credit card,11.76
VeriFone,3,7,2017-07-23,Sunday,16,75,141,511.00000000000006,1.86,1,Cash,9.3
VeriFone,2,4,2017-04-10,Monday,14,142,239,333.0,0.91,1,Credit card,8.16
VeriFone,3,8,2017-08-28,Monday,13,163,161,425.0,1.14,1,Credit card,8.55
Creative Mobile,4,12,2017-12-01,Friday,17,170,236,1414.0,2.4,2,Credit card,17.3
VeriFone,3,8,2017-08-12,Saturday,14,137,125,1094.0,2.16,1,Cash,13.8
Creative Mobile,1,1,2017-01-03,Tuesday,18,113,170,1093.0,2.0,1,Credit card,15.3
VeriFone,1,3,2017-03-14,Tuesday,19,79,114,397.0,0.84,1,Credit card,8.8
Creative Mobile,2,5,2017-05-26,Friday,6,42,246,1083.0,7.0,1,Credit card,27.35
VeriFone,3,8,2017-08-10,Thursday,7,164,161,387.0,1.15,1,Credit card,8.3
Creative Mobile,4,10,2017-10-16,Monday,19,230,161,414.0,0.8,1,Cash,7.3
Creative Mobile,2,5,2017-05-01,Monday,17,137,249,829.0,2.2,1,Credit card,14.75
VeriFone,3,9,2017-09-26,Tuesday,15,161,87,1623.0,6.17,6,Credit card,30.36
Creative Mobile,2,4,2017-04-24,Monday,14,230,68,859.0,1.1,1,Cash,10.8
VeriFone,1,3,2017-03-03,Friday,16,162,113,1016.0000000000001,2.34,3,Credit card,20.25
Creative Mobile,4,11,2017-11-16,Thursday,14,140,237,898.0,2.2,1,Credit card,14.75
VeriFone,1,3,2017-03-06,Monday,20,230,244,778.0,6.7,1,Credit card,25.56
Creative Mobile,4,10,2017-10-27,Friday,14,236,261,2007.0000000000002,8.3,1,Credit card,32.0
VeriFone,3,8,2017-08-14,Monday,21,162,249,1081.0,2.65,2,Credit card,17.76
VeriFone,1,3,2017-03-23,Thursday,20,238,239,190.0,0.58,1,Credit card,6.36
Creative Mobile,3,9,2017-09-21,Thursday,11,234,161,983.0000000000001,1.2,1,Cash,11.8
VeriFone,1,3,2017-03-28,Tuesday,7,239,68,459.00000000000006,2.56,1,Credit card,12.36
Creative Mobile,4,11,2017-11-21,Tuesday,11,48,161,753.0,1.6,1,Cash,10.8
VeriFone,4,11,2017-11-22,Wednesday,21,132,144,1733.0,18.65,1,Credit card,63.36
VeriFone,2,4,2017-04-26,Wednesday,0,161,79,817.0,2.74,6,Credit card,16.0
VeriFone,1,2,2017-02-18,Saturday,20,79,229,737.0,2.38,1,Credit card,14.3
VeriFone,3,7,2017-07-18,Tuesday,13,230,161,13.0,0.0,1,Credit card,70.27
VeriFone,2,5,2017-05-19,Friday,10,144,234,587.0,1.56,5,Cash,9.3
Creative Mobile,1,1,2017-01-15,Sunday,20,164,229,702.0,1.7,1,Credit card,13.5
